x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.25722986459732056,0.9606229662895203,1.0474896043888293e-06,0.3563579022884369,0.9493386745452881,-0.05826793983578682,0.44133293628692627,0.8443266153335571,-0.07810744643211365,0.498557984828949,0.757060170173645,-0.09757719933986664,0.5696851015090942,0.7085595726966858,-0.11345469951629639,0.39670708775520325,0.6434839367866516,-0.02969738282263279,0.44108957052230835,0.5115145444869995,-0.06131359189748764,0.4671059250831604,0.42097607254981995,-0.07924700528383255,0.48839226365089417,0.3435651957988739,-0.0876011773943901,0.3303998112678528,0.6162190437316895,-0.029300058260560036,0.3498423993587494,0.47365301847457886,-0.07946248352527618,0.37489598989486694,0.36708489060401917,-0.11054149270057678,0.39838147163391113,0.27194368839263916,-0.12209979444742203,0.26325875520706177,0.626716673374176,-0.037006694823503494,0.2576434910297394,0.5617103576660156,-0.1159561350941658,0.24609768390655518,0.6843226552009583,-0.13043110072612762,0.2405463457107544,0.7684208750724792,-0.11261855065822601,0.1997358202934265,0.6590685844421387,-0.0488237701356411,0.18145084381103516,0.5586220622062683,-0.10141067206859589,0.1719924658536911,0.4968934655189514,-0.11055608093738556,0.16852876543998718,0.42533543705940247,-0.10440072417259216,I_HATE_YOU
0.3674200177192688,0.8832674026489258,9.726193184178555e-07,0.4604526162147522,0.8205389976501465,-0.06251586973667145,0.5037004947662354,0.695228636264801,-0.09113078564405441,0.5318382382392883,0.5857910513877869,-0.1178986132144928,0.5789490938186646,0.5071324110031128,-0.14227887988090515,0.4031612277030945,0.5484467148780823,-0.0661616101861,0.39279869198799133,0.39267492294311523,-0.11252982914447784,0.38351085782051086,0.2943322956562042,-0.13641805946826935,0.371601939201355,0.20813164114952087,-0.14877057075500488,0.33034586906433105,0.5544310212135315,-0.06592531502246857,0.29476651549339294,0.4085453748703003,-0.1307177096605301,0.2754157781600952,0.29946285486221313,-0.1657690703868866,0.25383591651916504,0.19728925824165344,-0.18092964589595795,0.27171581983566284,0.5983281135559082,-0.07197027653455734,0.23312759399414062,0.541183590888977,-0.15602856874465942,0.2733166515827179,0.643479585647583,-0.16975468397140503,0.30320292711257935,0.7120682597160339,-0.15404334664344788,0.226394921541214,0.6636627316474915,-0.08252503722906113,0.166678324341774,0.5896896123886108,-0.14052142202854156,0.1319960355758667,0.5408043265342712,-0.15331503748893738,0.09857749938964844,0.4770364761352539,-0.1508995145559311,I_HATE_YOU
0.42134037613868713,0.8948145508766174,7.956622880556097e-07,0.5182372331619263,0.8541173338890076,-0.05334087461233139,0.5834930539131165,0.7398260831832886,-0.07931674271821976,0.6317079663276672,0.6475961804389954,-0.10564322769641876,0.6845031976699829,0.5808672308921814,-0.12984341382980347,0.516905665397644,0.5727867484092712,-0.054918013513088226,0.5380213856697083,0.4236413240432739,-0.09633345156908035,0.5482223629951477,0.3359564542770386,-0.11703886836767197,0.5541793704032898,0.25643113255500793,-0.12866070866584778,0.45171496272087097,0.5663513541221619,-0.05980205163359642,0.4499373137950897,0.42421796917915344,-0.1203141063451767,0.45810577273368835,0.3230847716331482,-0.15149863064289093,0.4618685245513916,0.22227579355239868,-0.16562055051326752,0.3932802081108093,0.5982206463813782,-0.07094334065914154,0.38035130500793457,0.5180724263191223,-0.1507657766342163,0.4060218632221222,0.641907811164856,-0.15816091001033783,0.4248332977294922,0.7213203310966492,-0.14096403121948242,0.34144070744514465,0.6538540720939636,-0.0864362046122551,0.3080158233642578,0.5721760988235474,-0.1440332531929016,0.28806501626968384,0.5153024792671204,-0.15662474930286407,0.27037227153778076,0.43749719858169556,-0.15587829053401947,I_HATE_YOU
0.3290610909461975,0.8470808267593384,8.913947908695263e-07,0.4278310537338257,0.8364753723144531,-0.0654754489660263,0.5050878524780273,0.7547656297683716,-0.10147423297166824,0.5663397908210754,0.6914389133453369,-0.13597732782363892,0.6339268684387207,0.646519660949707,-0.16986040771007538,0.44897037744522095,0.6100577116012573,-0.09759204834699631,0.4901382327079773,0.47388699650764465,-0.1565747857093811,0.5135940313339233,0.3815547823905945,-0.18849827349185944,0.5321247577667236,0.29494956135749817,-0.20633287727832794,0.37798675894737244,0.5843534469604492,-0.10071635991334915,0.38486620783805847,0.46172618865966797,-0.17747148871421814,0.3990342617034912,0.3591541349887848,-0.21610362827777863,0.41247639060020447,0.2572033107280731,-0.23475219309329987,0.30998069047927856,0.59573894739151,-0.10938964039087296,0.2920389771461487,0.5680591464042664,-0.20518586039543152,0.29868465662002563,0.6965727210044861,-0.22123503684997559,0.30941224098205566,0.7846459150314331,-0.20710435509681702,0.25134187936782837,0.6318270564079285,-0.12267398089170456,0.21148492395877838,0.5544428825378418,-0.19006964564323425,0.18396419286727905,0.5053622126579285,-0.20472249388694763,0.16518943011760712,0.4528065323829651,-0.2038101702928543,I_HATE_YOU
0.3370771110057831,0.7688421010971069,5.755553047492867e-07,0.42651817202568054,0.7221804857254028,-0.028936469927430153,0.48309382796287537,0.604375422000885,-0.03593246638774872,0.5235775113105774,0.506740152835846,-0.04457121342420578,0.562936544418335,0.46705299615859985,-0.05132533982396126,0.42582613229751587,0.46802470088005066,-0.017421036958694458,0.4517700672149658,0.3394467234611511,-0.03689829260110855,0.4631035625934601,0.2720562815666199,-0.04600720852613449,0.46686363220214844,0.21253490447998047,-0.05347976088523865,0.37454718351364136,0.4532183110713959,-0.022817717865109444,0.38610783219337463,0.31693947315216064,-0.05781468376517296,0.39510607719421387,0.23097914457321167,-0.07799151539802551,0.39943620562553406,0.15112492442131042,-0.08994011580944061,0.32562729716300964,0.4713975787162781,-0.032350972294807434,0.31609994173049927,0.3417642116546631,-0.07711970061063766,0.32952436804771423,0.4150237441062927,-0.08075068891048431,0.3412008285522461,0.4743788540363312,-0.07314794510602951,0.2742374837398529,0.5137531757354736,-0.045082833617925644,0.24635589122772217,0.43093013763427734,-0.08231459558010101,0.22908873856067657,0.3716001510620117,-0.09636139124631882,0.21629279851913452,0.302717924118042,-0.10251972079277039,I_HATE_YOU
0.34177979826927185,0.6249808669090271,4.233198467318289e-07,0.40485674142837524,0.5685065984725952,-0.014472774229943752,0.4295828342437744,0.4784097969532013,-0.015074159018695354,0.4393819570541382,0.4096810519695282,-0.01729768142104149,0.457500159740448,0.3680470585823059,-0.018830595538020134,0.3580470681190491,0.37906113266944885,-0.0021131846588104963,0.35759323835372925,0.28692495822906494,-0.012295439839363098,0.35397881269454956,0.23424841463565826,-0.020114971324801445,0.34774625301361084,0.1882600486278534,-0.025590473785996437,0.3180989921092987,0.3799477815628052,-0.008546625263988972,0.3096812963485718,0.26832935214042664,-0.026669252663850784,0.31150686740875244,0.1951231211423874,-0.0427013523876667,0.3135091960430145,0.13803544640541077,-0.052874576300382614,0.28220951557159424,0.40029600262641907,-0.01758432947099209,0.2643778324127197,0.30919909477233887,-0.044493168592453,0.28872960805892944,0.3187966048717499,-0.05684726685285568,0.31120210886001587,0.33594876527786255,-0.05938495323061943,0.2444930076599121,0.43489694595336914,-0.02759743295609951,0.20663876831531525,0.3681083917617798,-0.04618651047348976,0.18515877425670624,0.3207099437713623,-0.053819239139556885,0.16839443147182465,0.27477899193763733,-0.05807820335030556,I_HATE_YOU
0.1929953396320343,0.6072749495506287,6.696837431263702e-07,0.2721004784107208,0.5872771739959717,-0.034128181636333466,0.33654290437698364,0.511925220489502,-0.04713539406657219,0.3879532516002655,0.444186270236969,-0.06017156317830086,0.4397461414337158,0.42406928539276123,-0.07132163643836975,0.3067323565483093,0.3654780983924866,-0.020324615761637688,0.3434782922267914,0.2635384202003479,-0.03795236349105835,0.36050543189048767,0.20151838660240173,-0.04964686930179596,0.3725476861000061,0.14592528343200684,-0.05927850678563118,0.2616550922393799,0.34173715114593506,-0.021991079673171043,0.2840040326118469,0.23101675510406494,-0.05055828392505646,0.2984801232814789,0.15215793251991272,-0.07070405036211014,0.3111009895801544,0.07858496904373169,-0.08393974602222443,0.21610954403877258,0.3489309847354889,-0.02791479416191578,0.2174474149942398,0.24738521873950958,-0.06633634865283966,0.205368772149086,0.2955358922481537,-0.07335247844457626,0.19736748933792114,0.3364129662513733,-0.06983327120542526,0.16872191429138184,0.3770504295825958,-0.03747539967298508,0.1607508659362793,0.29558247327804565,-0.07073019444942474,0.15589219331741333,0.23737339675426483,-0.08383259922266006,0.1550595462322235,0.17383423447608948,-0.08960527181625366,I_HATE_YOU
0.24565379321575165,0.5899431705474854,6.99291092587373e-07,0.32151588797569275,0.5779115557670593,-0.036978431046009064,0.38565921783447266,0.5139211416244507,-0.05616031587123871,0.43843352794647217,0.45170676708221436,-0.07543953508138657,0.49115967750549316,0.4372084438800812,-0.09344244003295898,0.36335310339927673,0.371757835149765,-0.031682148575782776,0.40596503019332886,0.2729199528694153,-0.05511979013681412,0.42803171277046204,0.2149929255247116,-0.06865938752889633,0.44319719076156616,0.16284312307834625,-0.0788097009062767,0.3206234276294708,0.34530365467071533,-0.03373367711901665,0.3505631387233734,0.2342587113380432,-0.06663156300783157,0.3685853183269501,0.16105642914772034,-0.08631432056427002,0.3834438621997833,0.08816063404083252,-0.09865984320640564,0.2761630713939667,0.34748250246047974,-0.03989367559552193,0.2859194576740265,0.23756246268749237,-0.08051745593547821,0.2762512266635895,0.28914251923561096,-0.08595696091651917,0.27024975419044495,0.3332245647907257,-0.08116689324378967,0.22744107246398926,0.3709566295146942,-0.0498381108045578,0.2220308631658554,0.29094842076301575,-0.08350112289190292,0.22107207775115967,0.2342737317085266,-0.09605197608470917,0.22483298182487488,0.1734338104724884,-0.10149119794368744,I_HATE_YOU
0.24446707963943481,0.5787118673324585,7.370497883130156e-07,0.31681960821151733,0.5878903865814209,-0.045062318444252014,0.38731271028518677,0.5430739521980286,-0.06762091815471649,0.4469313621520996,0.4925452470779419,-0.0889221727848053,0.5024029016494751,0.48956912755966187,-0.10825935006141663,0.3820655941963196,0.3934500515460968,-0.03965391591191292,0.435507595539093,0.30588823556900024,-0.06529835611581802,0.4649941027164459,0.2514203190803528,-0.07943189144134521,0.48747867345809937,0.200580433011055,-0.08903774619102478,0.3432243764400482,0.3521519899368286,-0.036124225705862045,0.38230955600738525,0.25045010447502136,-0.07110048085451126,0.40629351139068604,0.18458811938762665,-0.09008575230836868,0.43053239583969116,0.11371791362762451,-0.10056672245264053,0.29873427748680115,0.33778277039527893,-0.03696094825863838,0.3191772401332855,0.24340976774692535,-0.08011029660701752,0.2941450774669647,0.30723002552986145,-0.08216149359941483,0.2766570448875427,0.3564087748527527,-0.0724380612373352,0.2495153546333313,0.34331902861595154,-0.042219799011945724,0.2530965805053711,0.2641867399215698,-0.07521121203899384,0.255230575799942,0.21270981431007385,-0.08386126160621643,0.26190853118896484,0.15883301198482513,-0.08483024686574936,I_HATE_YOU
0.2465226948261261,0.5754561424255371,6.680073170173273e-07,0.3235352635383606,0.5846073627471924,-0.03787080571055412,0.3913356065750122,0.5386484861373901,-0.057836104184389114,0.4482426047325134,0.49276411533355713,-0.07720420509576797,0.4972316026687622,0.4755796194076538,-0.09487954527139664,0.38579070568084717,0.4003788232803345,-0.038401272147893906,0.44038814306259155,0.3169716000556946,-0.06513407826423645,0.46982041001319885,0.2678762674331665,-0.07772106677293777,0.4919099807739258,0.22107894718647003,-0.0854283794760704,0.3458433151245117,0.3605741858482361,-0.03816508501768112,0.38190940022468567,0.27130359411239624,-0.0763961672782898,0.40747982263565063,0.21337775886058807,-0.09312225133180618,0.43227913975715637,0.1466781198978424,-0.10109199583530426,0.2993108034133911,0.3472515344619751,-0.04199296236038208,0.31524479389190674,0.26038697361946106,-0.08782604336738586,0.3013322651386261,0.3446979820728302,-0.08591573685407639,0.29307663440704346,0.4045543372631073,-0.07291646301746368,0.24748849868774414,0.3545404076576233,-0.049413032829761505,0.24304482340812683,0.2795436978340149,-0.08394701033830643,0.24209529161453247,0.22984863817691803,-0.09130286425352097,0.24741917848587036,0.17243461310863495,-0.0913425162434578,I_HATE_YOU
